ID,Time,Place,Latitude,Longitude,Depth,Magnitude,MagType,net,Updated,Type,Status,locationSource,Source,Year,Month,Country
us7000h8bc,2022-05-10 13:18:11.553000+00:00,90 km NW of Port-Vila,-17.2457,167.632,14.0,5.8,mww,us,2022-07-22T18:31:11.040Z,earthquake,reviewed,us,us,2022,5,Vanuatu
us7000h87i,2022-05-09 22:33:06.873000+00:00,178 km SW of Lorengau,-3.3591,146.3506,10.0,6.3,mww,us,2022-08-09T06:41:47.400Z,earthquake,reviewed,us,us,2022,5,Papua New Guinea
us7000h82f,2022-05-09 06:23:02.067000+00:00,70 km SW of Yonakuni,24.0406,122.4888,21.0,6.2,mww,us,2022-07-22T18:31:08.040Z,earthquake,reviewed,us,us,2022,5,Japan
us7000h803,2022-05-08 21:51:39.714000+00:00,90 km W of Tobelo,1.8437,127.2017,39.28,5.6,mww,us,2022-07-22T18:31:07.040Z,earthquake,reviewed,us,us,2022,5,Indonesia
pr2022128001,2022-05-08 13:32:58.400000+00:00,84 km NNE of Cruz Bay,18.9755,-64.3585,25.0,5.5,ml,pr,2022-07-22T18:31:06.040Z,earthquake,reviewed,pr,pr,2022,5,U.S. Virgin Islands
us7000h7s7,2022-05-07 11:53:56.580000+00:00,137 km WNW of Naha,26.7906,126.4642,10.0,5.5,mww,us,2022-07-22T18:31:05.040Z,earthquake,reviewed,us,us,2022,5,Japan
us7000h7da,2022-05-05 20:15:47.817000+00:00,78 km WNW of Port-Vila,-17.3758,167.6793,18.0,5.6,mww,us,2022-07-09T21:40:04.040Z,earthquake,reviewed,us,us,2022,5,Vanuatu
us7000h781,2022-05-05 08:21:15.666000+00:00,94 km SE of Lukatan,6.5295,127.1315,18.0,6.0,mww,us,2022-07-09T21:40:02.040Z,earthquake,reviewed,us,us,2022,5,Philippines
us7000h74t,2022-05-04 21:41:06.134000+00:00,90 km ESE of Bobon,6.4879,127.0565,19.82,5.6,mww,us,2022-07-09T21:39:59.040Z,earthquake,reviewed,us,us,2022,5,Philippines
us7000h69c,2022-05-01 21:57:49.305000+00:00,Volcano Islands,23.6503,142.7068,54.0,5.5,mww,us,2022-07-09T21:39:48.040Z,earthquake,reviewed,us,us,2022,5,Japan region
us7000h67f,2022-05-01 12:50:30.597000+00:00,81 km SSE of Panguna,-7.0256,155.6883,35.0,5.5,mww,us,2022-07-09T21:39:46.040Z,earthquake,reviewed,us,us,2022,5,Papua New Guinea
us7000h5mc,2022-04-28 13:21:13.122000+00:00,175 km NE of Madang,-3.9148,146.6901,10.0,6.1,mww,us,2022-08-09T06:32:19.622Z,earthquake,reviewed,us,us,2022,4,Papua New Guinea
us6000hfqj,2022-04-22 21:07:48.316000+00:00,15 km NNE of Ljubinje,43.0742,18.1803,10.0,5.7,mww,us,2022-11-11T11:22:02.601Z,earthquake,reviewed,us,us,2022,4,Bosnia and Herzegovina
us6000hf75,2022-04-21 07:42:46.508000+00:00,55 km WSW of Masachapa,11.5537,-86.9604,27.0,6.6,mww,us,2022-06-26T01:20:26.040Z,earthquake,reviewed,us,us,2022,4,Nicaragua
us6000hf49,2022-04-20 21:57:43.018000+00:00,50 km ESE of Manay,6.9686,126.9241,19.0,6.0,mww,us,2022-06-26T01:20:15.040Z,earthquake,reviewed,us,us,2022,4,Philippines
us7000h3j0,2022-04-20 11:19:05.569000+00:00,4 km WSW of San Pedro de Atacama,-22.928,-68.2444,102.28,5.7,mww,us,2022-06-26T01:20:03.040Z,earthquake,reviewed,us,us,2022,4,Chile
us7000h393,2022-04-19 04:33:43.436000+00:00,119 km E of ‘Ohonua,-21.501,-173.8111,18.0,5.9,mww,us,2022-06-26T01:19:34.040Z,earthquake,reviewed,us,us,2022,4,Tonga
us7000h373,2022-04-19 01:23:07.057000+00:00,41 km E of Santiago,7.2852,126.9533,19.0,6.1,mww,us,2022-06-26T01:19:27.040Z,earthquake,reviewed,us,us,2022,4,Philippines
us7000h36n,2022-04-18 23:33:34.705000+00:00,131 km SE of Kirakira,-11.267,162.8021,11.5,5.5,mww,us,2022-06-26T01:19:23.040Z,earthquake,reviewed,us,us,2022,4,Solomon Islands
us7000h1lv,2022-04-13 03:00:56.312000+00:00,28 km WSW of Kokopo,-4.4297,152.0242,149.0,6.1,mww,us,2022-06-20T22:08:01.040Z,earthquake,reviewed,us,us,2022,4,Papua New Guinea
us7000h1lc,2022-04-13 01:22:32.819000+00:00,145 km WNW of Naha,26.8566,126.4128,8.0,5.6,mww,us,2022-06-20T22:08:00.040Z,earthquake,reviewed,us,us,2022,4,Japan
us7000h1bs,2022-04-11 19:15:36.239000+00:00,290 km SSE of Alo,-16.7729,-177.1805,10.0,5.5,mww,us,2022-06-20T22:07:52.040Z,earthquake,reviewed,us,us,2022,4,Wallis and Futuna
us7000h0yj,2022-04-09 20:52:38.456000+00:00,63 km WSW of Norsup,-16.3146,166.8601,17.0,6.3,mww,us,2022-06-20T22:07:36.040Z,earthquake,reviewed,us,us,2022,4,Vanuatu
us7000h0x9,2022-04-09 16:29:16.350000+00:00,"Rat Islands, Aleutian Islands",51.1489,178.7349,22.0,5.7,mww,us,2023-02-11T16:42:13.663Z,earthquake,reviewed,us,us,2022,4,Alaska
us7000h0jz,2022-04-07 23:36:10.821000+00:00,45 km SE of Hengchun,21.7031,121.0439,10.0,5.7,mww,us,2022-06-11T20:21:13.040Z,earthquake,reviewed,us,us,2022,4,Taiwan
us7000h035,2022-04-06 05:29:43.954000+00:00,202 km NNW of Sabang,7.423,94.3078,10.0,5.5,mww,us,2022-06-11T20:21:07.040Z,earthquake,reviewed,us,us,2022,4,Indonesia
us7000gzq8,2022-04-05 01:44:08.299000+00:00,128 km W of Tobelo,1.9361,126.8713,36.0,5.9,mww,us,2022-06-11T20:21:04.040Z,earthquake,reviewed,us,us,2022,4,Indonesia
usd000h551,2022-04-04 16:06:57.662000+00:00,56 km WNW of Port-Vila,-17.4723,167.8625,31.0,6.0,mww,us,2022-06-11T20:21:22.040Z,earthquake,reviewed,us,us,2022,4,Vanuatu
us7000gzcf,2022-04-03 10:24:54.783000+00:00,55 km E of Cortes,9.2559,126.6946,17.04,5.6,mww,us,2022-06-11T20:21:00.040Z,earthquake,reviewed,us,us,2022,4,Philippines
us7000gyza,2022-04-01 13:05:18.925000+00:00,272 km ESE of Tadine,-22.6,170.2659,16.0,5.5,mww,us,2022-06-04T20:42:35.040Z,earthquake,reviewed,us,us,2022,4,New Caledonia
us7000gymz,2022-03-31 06:12:24.839000+00:00,271 km ESE of Tadine,-22.3751,170.3502,10.0,5.6,mb,us,2022-06-04T20:42:28.040Z,earthquake,reviewed,us,us,2022,3,New Caledonia
us7000gymw,2022-03-31 06:02:09.293000+00:00,277 km ESE of Tadine,-22.4628,170.3834,10.0,5.6,mww,us,2022-06-04T20:42:27.040Z,earthquake,reviewed,us,us,2022,3,New Caledonia
us7000gyln,2022-03-31 03:06:47.419000+00:00,255 km ESE of Tadine,-22.4028,170.1737,10.0,5.7,mww,us,2022-06-04T20:42:27.040Z,earthquake,reviewed,us,us,2022,3,New Caledonia
us7000gyj0,2022-03-30 20:56:58.105000+00:00,284 km ESE of Tadine,-22.666,170.3659,10.0,6.9,mww,us,2022-06-04T20:42:25.040Z,earthquake,reviewed,us,us,2022,3,New Caledonia
us7000gy5q,2022-03-29 17:13:07.966000+00:00,off the coast of Michoacan,15.2452,-104.3584,10.0,5.5,mww,us,2022-06-04T20:42:19.040Z,earthquake,reviewed,us,us,2022,3,Mexico
us7000gxlu,2022-03-27 04:28:12.421000+00:00,7 km SE of Esmeraldas,0.9038,-79.6109,19.0,5.8,mww,us,2022-06-04T20:42:08.040Z,earthquake,reviewed,us,us,2022,3,Ecuador
us7000gx8m,2022-03-25 16:21:03.998000+00:00,148 km SSW of Laojunmiao,38.5365,97.2898,10.0,5.7,mww,us,2022-05-28T18:35:36.040Z,earthquake,reviewed,us,us,2022,3,China
us6000h6sl,2022-03-22 20:29:58.188000+00:00,63 km S of Hualien City,23.4084,121.5099,18.0,5.8,mww,us,2022-05-28T18:35:25.040Z,earthquake,reviewed,us,us,2022,3,Taiwan
us6000h6s3,2022-03-22 19:35:03.930000+00:00,52 km S of Hualien City,23.5048,121.542,24.0,5.5,mwr,us,2022-05-28T18:35:25.040Z,earthquake,reviewed,us,us,2022,3,Taiwan
us6000h6rn,2022-03-22 17:43:25.213000+00:00,62 km S of Hualien City,23.42,121.4901,16.66,5.9,mb,us,2022-08-06T08:20:10.758Z,earthquake,reviewed,us,us,2022,3,Taiwan
us6000h6nr,2022-03-22 17:41:38.584000+00:00,65 km S of Hualien City,23.3839,121.6118,24.0,6.7,mww,us,2022-08-10T03:20:17.453Z,earthquake,reviewed,us,us,2022,3,Taiwan
us6000h5uk,2022-03-18 19:04:18.686000+00:00,147 km N of Ishigaki,25.6706,123.998,165.94,5.9,mww,us,2022-05-27T14:55:39.040Z,earthquake,reviewed,us,us,2022,3,Japan
us6000h5cy,2022-03-17 11:33:37.138000+00:00,146 km WNW of Naha,26.8146,126.3749,9.0,5.7,mww,us,2022-05-27T14:55:31.040Z,earthquake,reviewed,us,us,2022,3,Japan
us6000h58x,2022-03-16 23:15:47.266000+00:00,59 km NNW of Bandar-e Lengeh,27.0219,54.5843,22.0,5.9,mww,us,2022-05-27T14:55:19.040Z,earthquake,reviewed,us,us,2022,3,Iran
us6000h53e,2022-03-16 15:52:29.990000+00:00,83 km SE of Ishinomaki,37.8061,141.8531,55.01,5.5,mb,us,2022-05-27T14:55:29.040Z,earthquake,reviewed,us,us,2022,3,Japan
us6000h519,2022-03-16 14:36:30.997000+00:00,57 km ENE of Namie,37.7132,141.5793,41.0,7.3,mww,us,2022-12-21T13:05:20.113Z,earthquake,reviewed,us,us,2022,3,Japan
us6000h518,2022-03-16 14:34:27.453000+00:00,62 km ENE of Namie,37.6468,141.6735,57.18,6.0,mwb,us,2022-05-27T14:55:29.040Z,earthquake,reviewed,us,us,2022,3,Japan
us6000h4z7,2022-03-16 06:06:36.198000+00:00,10 km SW of Madrigal,-15.6703,-71.8843,12.32,5.5,mww,us,2022-05-27T14:55:19.040Z,earthquake,reviewed,us,us,2022,3,Peru
us6000h49u,2022-03-13 21:38:43.829000+00:00,177 km W of Pariaman,-0.6087,98.5291,29.19,5.6,mww,us,2022-05-27T14:55:22.040Z,earthquake,reviewed,us,us,2022,3,Indonesia
us6000h48e,2022-03-13 21:09:22.258000+00:00,166 km W of Pariaman,-0.6294,98.6259,28.0,6.7,mww,us,2022-05-27T14:55:19.040Z,earthquake,reviewed,us,us,2022,3,Indonesia
us6000h48d,2022-03-13 21:05:49.469000+00:00,75 km WNW of Cabra,14.096,119.3811,11.0,6.4,mww,us,2022-05-27T14:55:19.040Z,earthquake,reviewed,us,us,2022,3,Philippines
us6000h2il,2022-03-06 09:35:07.133000+00:00,54 km WNW of Vinchina,-28.5436,-68.7112,105.17,5.5,mww,us,2022-08-06T09:12:35.292Z,earthquake,reviewed,us,us,2022,3,Argentina
us6000h2h0,2022-03-06 03:29:20.344000+00:00,3 km S of Zacatal,16.9112,-95.2004,94.63,5.5,mww,us,2022-05-14T21:52:18.040Z,earthquake,reviewed,us,us,2022,3,Mexico
us6000h2an,2022-03-05 12:02:41.150000+00:00,northern Sumatra,4.6517,95.0249,42.0,5.5,mww,us,2022-05-14T21:52:17.040Z,earthquake,reviewed,us,us,2022,3,Indonesia
us6000h27y,2022-03-05 01:10:08.274000+00:00,48 km NW of Abra Pampa,-22.4383,-66.0638,266.0,5.7,mww,us,2022-05-14T21:52:16.040Z,earthquake,reviewed,us,us,2022,3,Argentina
us6000h1qa,2022-03-03 14:40:33.040000+00:00,Veracruz,18.2008,-95.4044,109.88,5.7,mww,us,2022-05-07T21:32:46.040Z,earthquake,reviewed,us,us,2022,3,Mexico
us6000h1jt,2022-03-02 22:53:58.871000+00:00,69 km S of Kokopo,-4.9697,152.2405,38.12,5.5,mww,us,2022-08-06T09:25:37.026Z,earthquake,reviewed,us,us,2022,3,Papua New Guinea
us6000h1d2,2022-03-02 12:52:07.344000+00:00,Kermadec Islands,-30.0751,-177.7264,24.0,6.6,mww,us,2022-08-06T09:27:47.178Z,earthquake,reviewed,us,us,2022,3,New Zealand
us6000h0lw,2022-02-28 01:15:16.651000+00:00,66 km WNW of Arauco,-36.9801,-73.993,9.93,5.7,mww,us,2022-05-07T21:32:36.040Z,earthquake,reviewed,us,us,2022,2,Chile
us6000gzyg,2022-02-25 01:39:26.554000+00:00,65 km NNW of Bukittinggi,0.219,100.1006,4.0,6.1,mww,us,2022-10-21T05:07:54.889Z,earthquake,reviewed,us,us,2022,2,Indonesia
us7000gn6g,2022-02-23 12:49:31.002000+00:00,26 km SW of Santa Rosa del Sur,7.8174,-74.2494,50.69,5.5,mww,us,2022-05-04T13:40:05.040Z,earthquake,reviewed,us,us,2022,2,Colombia
us7000gmx3,2022-02-22 10:44:09.804000+00:00,25 km SW of Hihifo,-16.1151,-173.9733,163.0,5.9,mww,us,2022-05-19T09:38:36.285Z,earthquake,reviewed,us,us,2022,2,Tonga
us7000gmw3,2022-02-22 06:12:50.740000+00:00,58 km W of Abra Pampa,-22.6664,-66.2663,251.0,6.0,mww,us,2022-05-04T13:39:39.040Z,earthquake,reviewed,us,us,2022,2,Argentina
us7000gmrx,2022-02-21 20:52:32.543000+00:00,143 km WNW of Naha,26.8606,126.4361,11.49,5.6,mww,us,2022-05-04T13:39:27.040Z,earthquake,reviewed,us,us,2022,2,Japan
us7000gmnq,2022-02-21 16:22:33.830000+00:00,67 km NNE of Ruteng,-8.0904,120.7908,10.0,5.5,mww,us,2022-05-04T13:39:20.040Z,earthquake,reviewed,us,us,2022,2,Indonesia
us7000gmmb,2022-02-21 12:35:58.794000+00:00,47 km NNE of Ruteng,-8.2068,120.6211,20.0,5.7,mww,us,2022-05-04T13:39:17.040Z,earthquake,reviewed,us,us,2022,2,Indonesia
us7000gmgl,2022-02-20 18:29:27.263000+00:00,64 km SE of Pondaguitan,6.0071,126.6453,58.12,5.5,mww,us,2022-05-04T13:38:59.040Z,earthquake,reviewed,us,us,2022,2,Philippines
us7000gl8w,2022-02-16 07:12:22.847000+00:00,12 km WSW of Nueva Concepción,14.1476,-91.3982,60.0,6.2,mww,us,2022-11-12T05:29:59.830Z,earthquake,reviewed,us,us,2022,2,Guatemala
us7000gkvb,2022-02-14 20:28:21.244000+00:00,209 km W of Olonkinbyen,70.7114,-14.3853,10.0,5.7,mww,us,2022-04-30T14:18:13.040Z,earthquake,reviewed,us,us,2022,2,Svalbard and Jan Mayen
us7000gklv,2022-02-13 20:29:46.350000+00:00,168 km SSW of Merizo Village,11.7884,144.2842,15.0,6.0,mww,us,2023-02-13T20:42:03.581Z,earthquake,reviewed,us,us,2022,2,Guam
us7000gkgx,2022-02-13 08:21:47.647000+00:00,125 km W of Ternate,0.9313,126.2631,38.1,5.7,mww,us,2022-04-30T14:18:05.040Z,earthquake,reviewed,us,us,2022,2,Indonesia
us7000gkf7,2022-02-13 04:36:17.787000+00:00,57 km N of Namuac,19.1297,121.173,28.22,5.5,mww,us,2022-04-30T14:18:04.040Z,earthquake,reviewed,us,us,2022,2,Philippines
us7000gjy1,2022-02-11 07:14:53.332000+00:00,46 km E of Wewak,-3.5114,144.0527,10.0,5.5,mww,us,2022-04-19T17:39:52.040Z,earthquake,reviewed,us,us,2022,2,Papua New Guinea
us7000gj4q,2022-02-08 16:36:31.681000+00:00,Ryukyu Islands,26.8395,126.5254,10.0,5.6,mww,us,2022-04-19T17:39:09.040Z,earthquake,reviewed,us,us,2022,2,Japan
us7000gi69,2022-02-05 04:16:01.236000+00:00,45 km SW of Ashk?sham,36.4307,71.126,212.0,5.8,mww,us,2022-04-19T17:38:32.040Z,earthquake,reviewed,us,us,2022,2,Afghanistan
us7000ghm5,2022-02-03 15:58:57.367000+00:00,49 km NW of Barranca,-4.4661,-76.9283,110.0,6.5,mww,us,2022-04-15T17:57:16.040Z,earthquake,reviewed,us,us,2022,2,Peru
us7000gh9y,2022-02-02 10:26:33.511000+00:00,74 km ENE of ‘Ohonua,-21.1035,-174.2706,9.61,5.5,mww,us,2022-04-15T17:57:13.040Z,earthquake,reviewed,us,us,2022,2,Tonga
us7000gh1g,2022-02-01 19:25:10.031000+00:00,184 km NE of Lospalos,-7.483,128.3132,119.0,6.0,mww,us,2022-04-15T17:57:11.040Z,earthquake,reviewed,us,us,2022,2,Timor Leste
us7000ggkz,2022-01-31 11:21:46.538000+00:00,Kermadec Islands,-29.6348,-177.0354,14.0,5.7,mww,us,2022-04-15T17:57:07.040Z,earthquake,reviewed,us,us,2022,1,New Zealand
us7000gfti,2022-01-28 11:14:09.293000+00:00,281 km SW of Arenas,5.4966,-82.5844,8.0,6.0,mww,us,2022-08-21T19:47:32.328Z,earthquake,reviewed,us,us,2022,1,Panama
us7000gfq8,2022-01-28 00:31:25.174000+00:00,122 km SE of Arica,-19.1425,-69.3696,91.14,5.5,mww,us,2022-04-09T20:19:12.040Z,earthquake,reviewed,us,us,2022,1,Chile
us7000gfhb,2022-01-27 06:40:05.543000+00:00,220 km WNW of Pangai,-19.0992,-176.3135,6.2,6.2,mww,us,2022-04-09T20:19:09.040Z,earthquake,reviewed,us,us,2022,1,Tonga
us7000gebb,2022-01-23 02:21:19.926000+00:00,156 km SSW of Laojunmiao,38.4613,97.3425,10.0,5.6,mww,us,2022-05-31T22:08:08.642Z,earthquake,reviewed,us,us,2022,1,China
us7000ge5q,2022-01-22 05:17:04.896000+00:00,71 km S of Unalaska,53.2402,-166.682,29.0,6.2,mww,us,2023-01-22T05:27:05.768Z,earthquake,reviewed,us,us,2022,1,Alaska
us7000ge38,2022-01-22 02:26:13.323000+00:00,232 km SE of Sarangani,3.6724,126.6596,21.0,6.0,mww,us,2022-04-09T20:18:46.040Z,earthquake,reviewed,us,us,2022,1,Philippines
us7000gdwz,2022-01-21 16:08:37.210000+00:00,27 km SSE of Saiki,32.7282,132.0386,39.0,6.3,mww,us,2023-02-10T15:51:03.910Z,earthquake,reviewed,us,us,2022,1,Japan
us7000gdi6,2022-01-20 10:44:18.392000+00:00,67 km WNW of Abepura,-2.4732,140.0375,35.0,5.5,mww,us,2022-04-01T17:40:21.040Z,earthquake,reviewed,us,us,2022,1,Indonesia
us7000gcfv,2022-01-16 12:52:08.025000+00:00,74 km WSW of Panguna,-6.4492,154.8224,379.0,6.1,mww,us,2022-04-01T17:40:13.040Z,earthquake,reviewed,us,us,2022,1,Papua New Guinea
us7000gcfq,2022-01-16 11:48:05.261000+00:00,25 km SSE of Karyes,40.0413,24.361,7.0,5.5,mww,us,2022-04-01T17:40:13.040Z,earthquake,reviewed,us,us,2022,1,Greece
us7000gc8r,2022-01-15 04:14:45+00:00,68 km NNW of Nuku‘alofa,-20.546,-175.39,0.0,5.8,ms_20,us,2022-11-15T02:42:10.861Z,volcanic eruption,reviewed,us,us,2022,1,Tonga
us7000gbu4,2022-01-14 09:05:41.461000+00:00,80 km SW of Labuan,-6.86,105.2887,33.0,6.6,mww,us,2022-03-19T22:08:01.040Z,earthquake,reviewed,us,us,2022,1,Indonesia
us7000gbb7,2022-01-12 13:16:21.730000+00:00,43 km ENE of Lae,-6.6002,147.3665,80.0,5.6,mww,us,2022-03-19T22:07:53.040Z,earthquake,reviewed,us,us,2022,1,Papua New Guinea
us7000gba7,2022-01-12 10:49:35.347000+00:00,22 km ENE of Eltham,-39.3264,174.519,193.29,5.7,mww,us,2022-03-19T22:07:52.040Z,earthquake,reviewed,us,us,2022,1,New Zealand
us7000gawq,2022-01-11 12:53:45.679000+00:00,82 km SE of Nikolski,52.4378,-167.9609,16.72,5.8,mww,us,2022-08-06T14:33:13.633Z,earthquake,reviewed,us,us,2022,1,Alaska
us7000gawk,2022-01-11 12:39:32.454000+00:00,53 km SE of Nikolski,52.5791,-168.3275,19.0,6.6,mww,us,2023-01-11T12:49:46.228Z,earthquake,reviewed,us,us,2022,1,Alaska
us7000gavu,2022-01-11 11:35:43.674000+00:00,100 km SE of Nikolski,52.3415,-167.7554,20.0,6.8,mww,us,2023-01-11T11:45:57.771Z,earthquake,reviewed,us,us,2022,1,Alaska
us7000gaqu,2022-01-11 01:07:48.064000+00:00,48 km WNW of Pólis,35.2267,31.9435,21.0,6.6,mww,us,2022-06-08T04:06:23.087Z,earthquake,reviewed,us,us,2022,1,Cyprus
us7000gai4,2022-01-10 08:36:02.078000+00:00,23 km NW of Trancas,-26.0798,-65.4393,8.0,5.6,mww,us,2022-03-19T22:07:35.040Z,earthquake,reviewed,us,us,2022,1,Argentina
us7000gaex,2022-01-09 21:43:47.201000+00:00,5 km NNW of Flórina,40.8272,21.3919,13.45,5.5,mww,us,2022-03-19T22:07:33.040Z,earthquake,reviewed,us,us,2022,1,Greece
us7000ga9y,2022-01-09 02:05:46.830000+00:00,New Britain region,-7.2106,152.6649,13.0,5.7,mww,us,2022-06-23T19:21:03.456Z,earthquake,reviewed,us,us,2022,1,Papua New Guinea
us7000ga3i,2022-01-08 03:24:08.615000+00:00,110 km NW of Copiapó,-26.6816,-71.138,13.0,5.9,mww,us,2022-03-19T22:07:27.040Z,earthquake,reviewed,us,us,2022,1,Chile
us7000g9zq,2022-01-07 17:45:30.809000+00:00,northern Qinghai,37.8283,101.29,13.0,6.6,mww,us,2022-05-20T05:35:37.367Z,earthquake,reviewed,us,us,2022,1,China
us7000g9vi,2022-01-07 10:27:06.721000+00:00,6 km NW of Cocachacra,-11.8659,-76.5753,95.84,5.6,mww,us,2022-08-08T00:59:57.464Z,earthquake,reviewed,us,us,2022,1,Peru
us7000g90c,2022-01-04 20:55:46.858000+00:00,284 km E of Katabu,-4.8065,125.0808,544.0,6.0,mww,us,2022-03-12T22:19:07.040Z,earthquake,reviewed,us,us,2022,1,Indonesia
us7000g8zf,2022-01-04 18:31:55.600000+00:00,113 km SSE of Isangel,-20.4804,169.7151,117.71,5.8,mww,us,2022-03-12T22:19:07.040Z,earthquake,reviewed,us,us,2022,1,Vanuatu
us7000g8rm,2022-01-03 21:08:51.066000+00:00,Bonin Islands,27.1965,141.5457,40.0,5.8,mww,us,2022-03-12T22:19:05.040Z,earthquake,reviewed,us,us,2022,1,Japan region
us7000g8n3,2022-01-03 09:46:35.767000+00:00,66 km E of Hualien City,24.0079,122.2592,19.0,6.2,mww,us,2022-12-15T04:25:35.010Z,earthquake,reviewed,us,us,2022,1,Taiwan
us7000g8kq,2022-01-03 02:09:44.647000+00:00,110 km NW of Sola,-13.1864,166.8148,104.0,6.0,mww,us,2022-03-12T22:19:02.040Z,earthquake,reviewed,us,us,2022,1,Vanuatu
